id,sub_category,code,description,is_active,local_code
12208,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,548,Anesthesia for procedure on windpipe and lung airway,TRUE,
12209,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,550,Anesthesia for removal of breast bone tissue,TRUE,
12210,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,560,Anesthesia for procedure on heart and great blood vessels,TRUE,
12211,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,561,"Anesthesia for procedure on heart and great blood vessels on heart-lung machine, younger than 1 year of age",TRUE,
12212,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,562,"Anesthesia for procedure on heart and great blood vessels on heart-lung machine, age 1 year or older, or re-operation more than 1 month after original procedure",TRUE,
12213,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,563,Anesthesia for procedure on heart and great blood vessels on heart-lung machine,TRUE,
12214,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,566,Anesthesia for heart artery bypass grafting,TRUE,
12215,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,567,Anesthesia for heart artery bypass grafting on heart-lung machine,TRUE,
12216,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,580,Anesthesia for heart or heart-lung transplant,TRUE,
12217,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,882,Anesthesia for tying of major vein in lower abdomen,TRUE,
12218,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1272,Anesthesia for groin artery bypass graft and tying of upper leg artery,TRUE,
12219,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1274,Anesthesia for removal of groin artery blood clot,TRUE,
12220,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1430,Anesthesia for procedure on knee veins,TRUE,
12221,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1432,Anesthesia for repair of abnormal artery-vein formation of knee,TRUE,
12222,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1440,Anesthesia for procedure on knee arteries,TRUE,
12223,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1442,Anesthesia for removal of blood clot in artery behind knee,TRUE,
12224,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1444,Anesthesia for repair of bulging (aneurysm) defect in knee artery,TRUE,
12225,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1500,Anesthesia for procedure on arteries of lower leg including bypass graft,TRUE,
12226,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1502,Anesthesia for lower leg artery bypass graft or blood clot removal,TRUE,
12227,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1520,Anesthesia for procedure on veins of lower leg,TRUE,
12228,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1522,Anesthesia for removal of lower leg vein obstruction,TRUE,
12229,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1650,Anesthesia for procedure on arteries of shoulder and underarm,TRUE,
12230,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1652,Anesthesia for repair of bulging (aneurysm) defect in upper arm artery,TRUE,
12231,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1654,Anesthesia for bypass graft in shoulder or underarm artery,TRUE,
12232,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1656,Anesthesia for bypass graft from groin artery to shoulder or underarm artery,TRUE,
12233,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1670,Anesthesia for procedure on veins of shoulder and underarm,TRUE,
12234,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1772,Anesthesia for removal of blood clot from upper arm or elbow artery,TRUE,
12235,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1780,Anesthesia for procedure on veins of upper arm and elbow,TRUE,
12236,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1782,Anesthesia for suture of upper arm or elbow vein,TRUE,
12237,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1840,"Anesthesia for procedure on arteries of forearm, wrist, and hand",TRUE,
12238,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1842,"Anesthesia for removal of blood clot from forearm, wrist, or hand artery",TRUE,
12239,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1844,Anesthesia for placement or revision of blood flow shunt,TRUE,
12240,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1850,"Anesthesia for procedure on veins of forearm, wrist, and hand",TRUE,
12241,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1852,"Anesthesia for suture of forearm, wrist, or hand vein",TRUE,
12242,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1920,Anesthesia for procedure on heart vessels and chambers,TRUE,
12243,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1922,Anesthesia for X-ray or radiation therapy,TRUE,
12244,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,100,Anesthesia for procedure on salivary gland with biopsy,TRUE,
12245,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,102,Anesthesia for procedure to repair lip defect present at birth,TRUE,
12246,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,103,Anesthesia for procedure on eyelid,TRUE,
12247,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,104,Anesthesia for electric shock treatment,TRUE,
12248,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,120,Anesthesia for biopsy of external middle and inner ear,TRUE,
12249,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,124,Anesthesia for examination and biopsy of external middle and inner ear using an endoscope,TRUE,
12250,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,126,Anesthesia for incision of ear drum,TRUE,
12251,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,140,Anesthesia for procedure on eye,TRUE,
12252,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,142,Anesthesia for lens surgery,TRUE,
12253,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,144,Anesthesia for procedure on eye for corneal transplant,TRUE,
12254,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,145,Anesthesia for retinal surgery,TRUE,
12255,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,147,Anesthesia for procedure on eye for removal of iris,TRUE,
12256,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,148,Anesthesia for eye examination using an endoscope,TRUE,
12257,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,160,Anesthesia for procedure on nose and sinus,TRUE,
12258,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,162,Anesthesia for surgery of nose and sinus,TRUE,
12259,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,164,Anesthesia for soft tissue biopsy on nose and sinus,TRUE,
12260,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,170,Anesthesia for procedure on mouth including biopsy,TRUE,
12261,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,172,Anesthesia for procedure on mouth to repair palate deformity,TRUE,
12262,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,174,Anesthesia for procedure on throat for removal of tumor,TRUE,
12263,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,176,Anesthesia for surgery on mouth,TRUE,
12264,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,322,Anesthesia for needle biopsy of thyroid,TRUE,
12265,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,326,"Anesthesia for procedure on voice box and windpipe, children younger than 1 year of age",TRUE,
12266,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,350,Anesthesia for procedure on major blood vessels of neck,TRUE,
12267,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,352,Anesthesia for tying procedure on major blood vessels of neck,TRUE,
12268,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,400,"Anesthesia for procedure on skin of arms, legs, or trunk",TRUE,
12269,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,402,Anesthesia for breast reconstruction,TRUE,
12270,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,404,Anesthesia for removal of breast,TRUE,
12271,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,406,Anesthesia for removal of breast and lymph nodes,TRUE,
12272,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,410,Anesthesia for procedure to correct abnormal heart rhythm,TRUE,
12273,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,500,Anesthesia for procedure on esophagus,TRUE,
12274,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,522,Anesthesia for closed needle biopsy of lung,TRUE,
12275,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,528,Anesthesia for closed diagnostic examination of chest using an endoscope,TRUE,
12276,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,529,Anesthesia for closed diagnostic examination of chest using an endoscope with 1 lung ventilation,TRUE,
12277,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,625,Anesthesia for procedure on middle spine and spinal cord,TRUE,
12278,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,702,Anesthesia for liver biopsy (accessed through the skin),TRUE,
12279,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,730,Anesthesia for procedure on upper rear abdominal wall,TRUE,
12280,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,740,Anesthesia for procedure on gastrointestinal tract using an endoscope,TRUE,
12281,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,750,Anesthesia for procedure to repair upper abdominal hernia,TRUE,
12282,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,752,Anesthesia for procedure to repair upper abdominal incisional hernia and/or wound opening,TRUE,
12283,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,754,Anesthesia for procedure to repair upper abdominal hernia present at birth,TRUE,
12284,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,756,Anesthesia for procedure to repair abdominal hernia,TRUE,
12285,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,770,Anesthesia for procedure on major abdominal blood vessels,TRUE,
12286,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,790,Anesthesia for procedure in upper abdomen including use of an endoscope,TRUE,
12287,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,792,Anesthesia for partial removal of liver or management of bleeding including use of an endoscope,TRUE,
12288,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,794,Anesthesia for removal of pancreas including use of an endoscope,TRUE,
12289,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,796,Anesthesia for liver transplant recipient including use of an endoscope,TRUE,
12290,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,797,Anesthesia for procedure on stomach for obesity including use of an endoscope,TRUE,
12291,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,800,Anesthesia for procedure on lower front abdominal wall,TRUE,
12292,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,802,Anesthesia for removal of excess tissue on lower abdominal wall,TRUE,
12293,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,810,Anesthesia for procedure on lower intestine using an endoscope,TRUE,
12294,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,820,Anesthesia for procedure on lower rear abdominal wall,TRUE,
12295,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,830,Anesthesia for lower abdominal hernia repair,TRUE,
12296,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,832,Anesthesia for middle or incisional abdominal hernia repair,TRUE,
12297,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,834,"Anesthesia for lower abdominal hernia repair, child younger than 1 year of age",TRUE,
12298,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,836,"Anesthesia for lower abdominal hernia repair, infants younger than 37 weeks gestational age at birth and younger than 50 weeks gestational age at time of surgery",TRUE,
12299,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,840,Anesthesia for procedure in lower abdominal cavity including use of an endoscope,TRUE,
12300,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,842,Anesthesia for removal of amniotic fluid in uterus including use of an endoscope,TRUE,
12301,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,844,Anesthesia for procedure in lower abdominal cavity and rectum including use of an endoscope,TRUE,
12302,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,846,Anesthesia for removal of uterus including use of an endoscope,TRUE,
12303,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,848,Anesthesia for removal of pelvic organs including use of an endoscope,TRUE,
12304,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,851,Anesthesia for tying or incision of fallopian tubes using an endoscope,TRUE,
12305,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,860,Anesthesia for procedure in lower abdomen including urinary tract,TRUE,
12306,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,862,Anesthesia for procedure on upper urinary duct (ureter) or removal of kidney for transplant,TRUE,
12307,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,864,Anesthesia for removal of urinary bladder,TRUE,
12308,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,865,Anesthesia for removal of prostate,TRUE,
12309,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,866,Anesthesia for removal of adrenal gland,TRUE,
12310,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,868,Anesthesia for kidney transplant,TRUE,
12311,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,870,Anesthesia for removal of urinary bladder stone,TRUE,
12312,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,872,Anesthesia for shock wave therapy for urinary system stones,TRUE,
12313,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,873,Anesthesia for shock wave therapy for urinary system stones,TRUE,
12314,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,880,Anesthesia for procedure on major lower abdominal wall blood vessels,TRUE,
12315,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,902,Anesthesia for procedure on anus and rectum,TRUE,
12316,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,904,Anesthesia for procedure on perineum,TRUE,
12317,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,906,Anesthesia for removal of external female genitalia,TRUE,
12318,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,908,Anesthesia for removal of prostate,TRUE,
12319,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,910,Anesthesia for procedure on urinary system including use of an endoscope,TRUE,
12320,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,912,Anesthesia for removal of urinary bladder tumors including use of an endoscope,TRUE,
12321,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,914,Anesthesia for removal of prostate including use of an endoscope,TRUE,
12322,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,916,Anesthesia for procedure to control urinary system bleeding including use of an endoscope,TRUE,
12323,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,918,"Anesthesia for fragmenting, manipulation and/or removal of kidney stone including use of an endoscope",TRUE,
12324,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,920,Anesthesia for procedure on male genitalia,TRUE,
12325,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,921,Anesthesia for vasectomy,TRUE,
12326,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,922,Anesthesia for procedure on male genitalia glands,TRUE,
12327,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,924,Anesthesia for repair of undescended testicle,TRUE,
12328,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,926,Anesthesia for removal of testicle through groin,TRUE,
12329,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,928,Anesthesia for removal of testicle through abdomen,TRUE,
12330,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,930,Anesthesia for relocation of undescended testicle into scrotum,TRUE,
12331,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,932,Anesthesia for removal of penis,TRUE,
12332,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,934,Anesthesia for removal of penis and lymph nodes on both sides of groin,TRUE,
12333,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,936,Anesthesia for removal of penis and lymph nodes on both sides of groin,TRUE,
12334,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,938,Anesthesia for insertion of penile prosthesis,TRUE,
12335,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,940,"Anesthesia for vaginal biopsy of cervix, uterine lining, or external genitalia",TRUE,
12336,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,942,Anesthesia for repair or removal of vagina and urinary procedure,TRUE,
12337,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,944,Anesthesia for vaginal removal of uterus,TRUE,
12338,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,948,Anesthesia for suture closure of cervix,TRUE,
12339,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,950,Anesthesia for examination of cervix using an endoscope,TRUE,
12340,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,952,Anesthesia for examination of uterus using an endoscope,TRUE,
12341,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1951,"Anesthesia for treatment of second and third-degree burn, less than 4% total body surface",TRUE,
12342,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1952,"Anesthesia for treatment of second and third-degree burn, between 4% and 9% total body surface area",TRUE,
12343,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1953,Anesthesia for treatment of second and third-degree burn,TRUE,
12344,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1958,Anesthesia for procedure to turn the position of fetus in uterus,TRUE,
12345,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1960,Anesthesia for vaginal delivery,TRUE,
12346,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1961,Anesthesia for cesarean delivery,TRUE,
12347,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1962,Anesthesia for procedure to remove uterus following delivery,TRUE,
12348,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1963,Anesthesia for cesarean removal of uterus,TRUE,
12349,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1965,Anesthesia for incomplete or missed abortion,TRUE,
12350,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1966,Anesthesia for induced abortion,TRUE,
12351,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1967,Anesthesia for labor during planned vaginal delivery,TRUE,
12352,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1968,Anesthesia for cesarean delivery following labor,TRUE,
12353,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1969,Anesthesia for cesarean removal of uterus following labor,TRUE,
12354,ACUTE/CHRONIC AND INTENSIVE CARE SERVICES,1990,Physiological support for harvesting of organs,TRUE,
12355,FABRICATED LOWER AND UPPER LIMBS PROSTHETICS,L5321,Trans Femoral Standard Prosthesis,TRUE,
12356,FABRICATED LOWER AND UPPER LIMBS PROSTHETICS,L5311,Knee Disarticulation Standard Prosthesis,TRUE,
12357,FABRICATED LOWER AND UPPER LIMBS PROSTHETICS,L5331,Hip Disarticilation Standard Prosthesis,TRUE,
12358,FABRICATED LOWER AND UPPER LIMBS PROSTHETICS,L5301,TransTibial Standard Prosthesis,TRUE,
12359,FABRICATED LOWER AND UPPER LIMBS PROSTHETICS,L5060,Syme Standard Prosthesis,TRUE,
12360,FABRICATED LOWER AND UPPER LIMBS PROSTHETICS,L6210,Partial Foot Standard Prosthesis,TRUE,
12361,FABRICATED LOWER AND UPPER LIMBS PROSTHETICS,L6150,Trans-humeral Standard Prosthesis,TRUE,
12362,FABRICATED LOWER AND UPPER LIMBS PROSTHETICS,L6120,Trans-radial Standard Prosthesis,TRUE,
12363,FABRICATED LOWER AND UPPER LIMBS PROSTHETICS,L6200,Elbow Disarticulation Standard Prosthesis,TRUE,
12364,FABRICATED LOWER AND UPPER LIMBS PROSTHETICS,L6300,Shoulder Disarticulation Cosmetic Standard Prosthesis,TRUE,
12365,FABRICATED LOWER AND UPPER LIMBS PROSTHETICS,L6055,Wrist Disarticulation Standard Prosthesis,TRUE,
12366,FABRICATED LOWER AND UPPER LIMBS PROSTHETICS,L6020,Partial Hand Standard Prosthesis,TRUE,
12367,FABRICATED ORTHOTICS,L3010,(FO) Foot orthosis,TRUE,
12368,FABRICATED ORTHOTICS,L1945,Ankle Foot Orhosis Posterior Shell (adult) PTB,TRUE,
12369,FABRICATED ORTHOTICS,L1960,Ankle Foot Orthosia-Rigid -adult,TRUE,
12370,FABRICATED ORTHOTICS,L1961,Ankle Foot Orthosis rigid-child,TRUE,
12371,FABRICATED ORTHOTICS,L1970,Ankle Foot Orthosis with mechanical (hessing) joint- adult,TRUE,
12372,FABRICATED ORTHOTICS,L1971,Ankle Foot Orthosis with mechanical ankle joint- child,TRUE,
12373,FABRICATED ORTHOTICS,L2081,Hip Knee Ankle Foot Orthosis child,TRUE,
12374,FABRICATED ORTHOTICS,L2080,Hip Knee Ankle Foot Orthosis-adult,TRUE,
12375,FABRICATED ORTHOTICS,L3500,Inner sole compasation-adult (1 Pc),TRUE,
12376,FABRICATED ORTHOTICS,L3501,Inner sole compasation-child (1Pc),TRUE,
12377,FABRICATED ORTHOTICS,L1990,Knee Ankle Foot Orthosis without mechanical ankle joint,TRUE,
12378,FABRICATED ORTHOTICS,L1834,KO- Knee Orthosis (Rigid fabricated ),TRUE,
12379,FABRICATED ORTHOTICS,L1810,KO- Knee Orthosis with mechanical joint (fabricated),TRUE,
12380,FABRICATED ORTHOTICS,L3223,Orthopaedic boots (Adult),TRUE,
12381,FABRICATED ORTHOTICS,L3209,Orthopaedic boots (children),TRUE,
12382,FABRICATED ORTHOTICS,L3540,Orthopaedic Shoes with shortening compensation,TRUE,
12383,FABRICATED ORTHOTICS,L3140,SFAB,TRUE,
12384,PRE- FABRICATED ORTHOTICS,L2016,Ankle support (imported),TRUE,
12385,PRE- FABRICATED ORTHOTICS,L3003,Arch Support (Silicon) imported (1pair),TRUE,
12386,PRE- FABRICATED ORTHOTICS,L0978,Axilla Crutch (1pc),TRUE,
12387,PRE- FABRICATED ORTHOTICS,L8120,"Compression stockings, below knee (1pc)",TRUE,
